Title,Genre
Jurassic World Rebirth,"Sci-Fi, Action Island-Biosphere Dinosaur-DNA Isolation-Survival Eco-Action Franchise-Reset"
Superman,"Action, Superhero Metropolis Lex-Luthor Fortress-Of-Solitude DCU-Launch Masterpiece-Origin"
Saiyaara,"Sci-Fi, Punjabi Futuristic-Punjab Space-Travel Cross-Cultural Alien-Romance Drama"
Demon Slayer Infinity Castle,"Anime, Shonen Dark-Fantasy Muzan-Showdown Upper-Moon-Wars Trilogy-Launch Masterpiece"
The Fantastic Four First Step,"Action, Superhero Retro-Future 1960s Galactus-Threat Cosmic-Radiation MCU-Setup"
The Naked Gun,"Comedy, Slapstick Police-Parody Deadpan Satire Misunderstandings-Reboot"
Son Of Sardar 2,"Comedy, Bollywood Action-Comedy Feudal-Hospitality Clan-Rivalry Sequel Masala"
Chal Mera Putt 4,"Comedy, Punjabi UK-Diaspora Visa-Issues Roommate-Chaos Cross-Border-Bonds Continuation"
The Bad Guys 2,"Animation, Family Heist-Crew Crime-Syndicate Redemption-Test Animal-Action-Comedy"
Sketch,"Thriller, Psychological Artist-Premonition Forensic-Mystery Crime Investigation Twists"
Weapons,"Horror, Thriller Small-Town-Disappearances Occult-Mystery Gritty Anthology-Style"
Kuriyan Jawan Bappu Pareshan 2,"Comedy, Punjabi Overprotective-Father Household-War Daughter-Marriages Sequel-Farce"
War 2,"Action, Bollywood Spy Spy-Universe Inter-Agent-Clash High-Stakes-Spectacle Crime"
K Pop Demon Hunters,"Animation, Family Musical Boyband Demon-Slaying Stylized-Action Pop-Music"
The Conjuring Last Rites,"Horror, Supernatural Warren-Files Final-Exorcism Demon-Encounter Series-Conclusion"
The Long Walk,"Sci-Fi, Dystopian King-Adaptation Survival-Marathon Elite-Contest Psychological-Horror"
Chainsaw Man The Movie Reze Arc,"Anime, Action Dark-Fantasy Bomb-Girl High-Octane Tragic-Romance Cinematic-Epic"
100 Meters,"Drama, Sports Marathon-Training Physical-Disability Inspiration True-Story Resilience"
Jolly Llb 3,"Comedy, Bollywood Courtroom Senior-vs-Junior Legal-Satire Systematic-Corruption Twists"
The Smashing Machine,"Drama, Biographical MMA-Fighter Kerr-Career Addiction-Struggle UFC-Era Raw-Sports-Epic"
Shelby Oaks,"Horror, Mystery Found-Footage Missing-Podcasters Investigative-Thriller Supernatural-Vibe"
Zootopia 2,"Animation, Family Reptile-Threat Marsh-Market Buddy-Cop-Expansion Social-Metaphor"
Dhurandhar,"Action, Bollywood Crime Gangster Stylized-Vigilante Mass-Masala Thriller"
Avatar Fire And Ash,"Sci-Fi, Action Pandora-Volcano Ash-People Na'vi-Dark-Side Cosmic-War Spectacle-Epic"
Border 2,"Action, Historical War Military-Defense Retaliation Patriotic-Mega-Epic Continuation"
Kerala Story 2 Goes Beyond,"Drama, Bollywood Investigative Global-Radicalization-Network Legal-Clash Controversial-Sequel"
Scream 7,"Horror, Slasher Sidney-Return Ghostface-Legacy Suburban-Terror Slasher-Logic-Conclusion"
Whores On Fire,"Comedy, Dark-Comedy Satire Outrageous-Situations Raunchy Crime-Farce"
Dhurandhar The Revenge,"Action, Bollywood Crime-Empire Vendetta High-Octane Sequel Masala"
Project Hail Mary,"Sci-Fi, Space Astrophage-Threat Solitary-Astronaut Alien-Cooperation Science-Survival Epic"
The Super Mario Galaxy Movie,"Animation, Family Space-Travel Rosalina Comet-Observatory Cosmic-Gravity Smash-Hit-Sequel"
Star Wars The Mandalorian And Grogu,"Sci-Fi, Space Opera Imperial-Remnant Outer-Rim Bounty-Hunter Cinematic-SpinOff Epic"
The Legend Of Aang The Last Airbender,"Animation, Fantasy Elemental-Avatar Fire-Nation-War Spirit-World Legend-Launch Epic"
2.5 Dimensional Seduction,"Anime, Comedy, Romance, Harem, Cosplay"
A Star Brighter Than The Sun,"Anime, Romance, Slice-of-Life, School"
Agatha All Along,"Action, Dark-Comedy, Fantasy, Superhero, Witches"
Agent Aika,"Anime, Action, Sci-Fi, Adventure"
Agent Carter,"Action, Adventure, Sci-Fi, Marvel, Period-Drama"
Agents Of S H I E L D,"Action, Adventure, Drama, Sci-Fi, Marvel, Espionage"
Ahsoka,"Action, Adventure, Fantasy, Sci-Fi, Star-Wars, Jedi"
And You Thought There Is Never A Girl Online,"Anime, Comedy, Romance, Gaming, School"
Andor,"Action, Adventure, Drama, Sci-Fi, Star-Wars, Rebellion, Thriller"
Arcane,"Animation, Action, Adventure, Sci-Fi, Steampunk, Drama"
Assassination Classroom,"Anime, Action, Comedy, School, Sci-Fi"
Attack On Titan,"Anime, Action, Dark-Fantasy, Drama, Mystery, Post-Apocalyptic"
Autodale,"Animation, Sci-Fi, Dystopian, Dark, Short-Film"
Avatar: The Last Airbender,"Animation, Action, Adventure, Fantasy, Martial-Arts"
Bad Girls,"Drama, Comedy, Crime"
Beast Games,"Reality-TV, Competition, Game-Show"
Blackaddar,"Comedy, History, Satire, British"
Bleach,"Anime, Action, Fantasy, Supernatural, Shonen, Sword-Fighting"
Blue Lock,"Anime, Sports, Drama, Shonen, Soccer"
Boruto,"Anime, Action, Adventure, Fantasy, Ninja, Shonen"
Boyfriend On Demand,"Drama, Romance, Web-Series"
Cells At Work,"Anime, Comedy, Sci-Fi, Anthropomorphic"
Chained Soldier,"Anime, Action, Fantasy, Ecchi, Shonen"
Chainsaw Man,"Anime, Action, Dark-Fantasy, Gore, Supernatural"
Chuhai Lips Canned Flavour Of Married Women,"Anime, Hentai, Romance"
Classroom Of The Elite,"Anime, Drama, Mystery, Psychological, Thriller, School"
Co Ed,"Comedy, Sitcom"
Code Geass,"Anime, Action, Mecha, Military, Psychological, Sci-Fi"
Dan Da Dan,"Anime, Action, Comedy, Sci-Fi, Supernatural, Aliens, Ghosts"
Daredevil,"Action, Crime, Drama, Superhero, Marvel, Gritty"
Daredevil Born Again,"Action, Crime, Drama, Superhero, Marvel, Legal-Thriller"
Death Note,"Anime, Mystery, Psychological, Supernatural, Thriller, Detective"
Demon Slayer,"Anime, Action, Dark-Fantasy, Historical, Supernatural"
Does It Count Of You Lose Your Innocence To An Android,"Anime, Sci-Fi, Ecchi"
Dragon Ball,"Anime, Action, Adventure, Fantasy, Martial-Arts, Shonen"
Dream Production,"Animation, Comedy, Fantasy, Pixar, Short-Series"
Echo,"Action, Crime, Drama, Superhero, Marvel, Gritty"
Fire Force,"Anime, Action, Sci-Fi, Supernatural, Shonen"
Flames,"Drama, Romance, School, Web-Series"
Friends,"Comedy, Romance, Sitcom"
Fruit Basket,"Anime, Drama, Romance, Supernatural, Slice-of-Life"
Fullmetal Alchemist,"Anime, Action, Adventure, Dark-Fantasy, Steampunk, Drama"
Fuuka,"Anime, Drama, Music, Romance, School"
Game Of Thrones,"Action, Adventure, Drama, High-Fantasy, Political-Intrigue"
Hawkeye,"Action, Adventure, Crime, Superhero, Marvel, Holiday"
Hinamatsuri,"Anime, Comedy, Sci-Fi, Supernatural, Slice-of-Life"
Hokkaido Gals Are Super Adorable,"Anime, Comedy, Romance, School, Slice-of-Life"
Horimiya,"Anime, Comedy, Romance, School, Slice-of-Life"
How I Met Your Mother,"Comedy, Romance, Sitcom"
I Am Groot,"Animation, Comedy, Sci-Fi, Marvel, Short-Film"
Id Invaded,"Anime, Mystery, Psychological, Sci-Fi, Detective, Thriller"
Inhumans,"Action, Adventure, Sci-Fi, Superhero, Marvel"
Insomniacs After School,"Anime, Romance, School, Slice-of-Life"
Iron Fist,"Action, Adventure, Crime, Superhero, Marvel, Martial-Arts"
Ironheart,"Action, Adventure, Sci-Fi, Superhero, Marvel"
Jessica Jones,"Action, Crime, Drama, Superhero, Marvel, Psychological-Thriller"
Joey,"Comedy, Sitcom"
Jujutsu Kaisen,"Anime, Action, Dark-Fantasy, Supernatural, Shonen"
Kaguya Sama Love Is War,"Anime, Comedy, Romance, School, Psychological-Warfare"
Kaiju No 8,"Anime, Action, Sci-Fi, Military, Monster, Shonen"
Loki,"Action, Adventure, Fantasy, Sci-Fi, Marvel, Time-Travel"
Luke Cage,"Action, Crime, Drama, Superhero, Marvel, Gritty"
Maid Sama,"Anime, Comedy, Romance, School, Maid-Café"
Makina Sans Love Robot,"Anime, Hentai, Sci-Fi, Romance"
Manyuu Hikenchou Special,"Anime, Action, Ecchi, Martial-Arts"
May I Ask For One Final Thing,"Anime, Action, Fantasy, Romance"
Megamind Rules!,"Animation, Action, Comedy, Sci-Fi, Superhero"
Mind Your Language,"British Sitcom, Comedy, Ethnic Stereotype"
Money Heist,"Action, Crime, Drama, Mystery, Thriller, Heist"
Moon Knight,"Action, Adventure, Fantasy, Superhero, Marvel, Psychological-Drama"
More Than A Married Couple But Not Lovers,"Anime, Comedy, Romance, School"
Mr Bean,"Comedy, Slapstick, British"
Ms Marvel,"Action, Adventure, Comedy, Superhero, Marvel, Teen-Drama"
My Dress Up Darling,"Anime, Comedy, Romance, School, Cosplay"
My Hero Academia,"Anime, Action, Adventure, Superhero, Shonen, School"
My Hero Academia Vigilante,"Anime, Action, Superhero, Gritty, Spin-Off"
Naruto,"Anime, Action, Adventure, Fantasy, Ninja, Shonen"
Never Have I Ever,"Comedy, Drama, Romance, Teen-Drama"
Nichijou My Ordinary Life,"Anime, Comedy, School, Surreal, Slice-of-Life"
Obi-Wan Kenobi,"Action, Adventure, Sci-Fi, Star-Wars, Jedi"
One Piece,"Anime, Action, Adventure, Fantasy, Pirates, Shonen"
One Punch Man,"Anime, Action, Comedy, Superhero, Parody, Sci-Fi"
Overflow,"Anime, Hentai, Romance"
Peacemaker,"Action, Adventure, Comedy, Superhero, DC, Dark-Comedy"
Pokemon,"Anime, Action, Adventure, Fantasy, Monster-Catching"
Rascal Does Not Dream,"Anime, Drama, Mystery, Psychological, Romance, Supernatural"
Recovery Of An Mmo Junkie,"Anime, Comedy, Romance, Gaming, Slice-of-Life"
Rent A Girl Friend,"Anime, Comedy, Romance, College"
Sakamoto Days,"Anime, Action, Comedy, Assassins, Shonen"
School Rumble,"Anime, Comedy, Romance, School, Slice-of-Life"
Secret Invasion,"Action, Adventure, Drama, Sci-Fi, Marvel, Spy-Thriller"
Serial Experiments Lain,"Anime, Drama, Mystery, Psychological, Sci-Fi, Cyberpunk"
She-Hulk: Attorney At Law,"Action, Adventure, Comedy, Superhero, Marvel, Legal-Comedy"
Shikimoris Not Just A Cutie,"Anime, Comedy, Romance, School, Slice-of-Life"
Skeleton Crew,"Action, Adventure, Sci-Fi, Star-Wars, Coming-of-Age"
Special Ops,"Action, Crime, Thriller, Espionage, Indian-Series"
Spy X Family,"Anime, Action, Comedy, Espionage, Family-Drama"
Squid Games,"Action, Drama, Mystery, Survival, Thriller"
Star Wars Maul Shadow Lord,"Action, Adventure, Sci-Fi, Star-Wars, Fan-Film"
Star Wars Rebels,"Animation, Action, Adventure, Sci-Fi, Star-Wars, Rebellion"
Star Wars Resistance,"Animation, Action, Adventure, Sci-Fi, Star-Wars, Flight"
Star Wars Vision,"Animation, Action, Sci-Fi, Star-Wars, Anthology"
Star Wars: Tales Of The Empire,"Animation, Action, Sci-Fi, Star-Wars, Dark-Side"
Star Wars: Tales Of The Jedi,"Animation, Action, Sci-Fi, Star-Wars, Jedi-History"
Star Wars: The Clone Wars,"Animation, Action, Adventure, Sci-Fi, Star-Wars, Military"
Steins Gate,"Anime, Drama, Mystery, Psychological, Sci-Fi, Time-Travel"
Suzuka,"Anime, Drama, Romance, Sports, School"
Takopis Original Sin,"Anime, Drama, Psychological, Dark, Sci-Fi"
Tales Of The Under World,"Anime, Fantasy, Supernatural"
Tales Of The Wedding Rings,"Anime, Action, Fantasy, Harem, Romance"
Terror In Resonance,"Anime, Mystery, Psychological, Thriller, Suspense"
The Acolyte,"Action, Adventure, Sci-Fi, Star-Wars, Mystery, High-Republic"
The Bad Batch,"Animation, Action, Adventure, Sci-Fi, Star-Wars, Mercenary"
The Big Bang Theory,"Comedy, Sitcom, Nerd-Culture"
The Book Of Boba Fett,"Action, Adventure, Sci-Fi, Star-Wars, Crime-Lord"
The Boys,"Action, Comedy, Crime, Superhero, Dark-Satire, Gore"
The Danger In My Heart,"Anime, Comedy, Romance, School, Slice-of-Life"
The Defenders,"Action, Adventure, Crime, Superhero, Marvel, Team-Up"
The Falcon And The Winter Soldier,"Action, Adventure, Crime, Superhero, Marvel, Political-Thriller"
The Fragrant Flower Blooms With Dignity,"Anime, Romance, School, Slice-of-Life"
The Greatest Demon Lord Is Reborn As A Typical Nobody,"Anime, Action, Fantasy, School, Reincarnation"
The Last Of Us,"Action, Adventure, Drama, Post-Apocalyptic, Zombie-Survival"
The Mandalorian,"Action, Adventure, Sci-Fi, Star-Wars, Space-Western"
The Penguin,"Crime, Drama, DC, Gotham, Mob-Thriller"
The Punisher,"Action, Crime, Drama, Superhero, Marvel, Vigilante, Revenge"
The Sex Lives Of College Girls,"Comedy, Drama, College-Life"
The Suite Life Of Zack & Cody,"Comedy, Family, Sitcom, Disney"
The Thin Blue Line,"Comedy, Crime, Sitcom, Police-Satire"
Uzumaki,"Anime, Horror, Mystery, Psychological, Supernatural, Cosmic-Horror"
Waiting In The Summer,"Anime, Comedy, Drama, Romance, Sci-Fi, Alien"
Wandavision,"Action, Comedy, Drama, Superhero, Marvel, Mystery, Sitcom-Parody"
Watari Kuns ×××××× Is About To Collapse,"Anime, Comedy, Romance, School, Drama"
What If ?,"Animation, Action, Adventure, Sci-Fi, Marvel, Anthology, Multiverse"
When Life Gives You Tangerines,"Drama, Romance, Period-Drama, Korean-Series"
Why The Hell Are You Here Teacher?,"Anime, Comedy, Romance, Ecchi, School"
You And I Are Polar Opposites,"Anime, Comedy, Romance, School, Slice-of-Life"
Young Sheldon,"Comedy, Family, Sitcom, Coming-of-Age"
Your Friendly Neighborhood Spiderman,"Animation, Action, Adventure, Superhero, Marvel, School"
Your Lie In April,"Anime, Drama, Music, Romance, School, Tear-Jerker"
